pair_trait_uid,ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,analysis_role,locked_mapping_tier,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,pops_available,non_eur_pops_available,mapping_uid,mapping_rationale,locking_reason,indication_mesh_term_pair,ccat,year_launch,supported,initial_set,replication_set,all_set,n_studies_total,n_studies_initial,n_studies_replication,n_ancestries_initial,n_ancestries_replication,n_ancestries_all,has_replication,indication_mesh_term_mapping,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,mapping_tier,clinical_domain,source_verified,candidate_status,reviewer_decision,reviewer_notes
pt_f8759cf7bea309c2,CSF2-D001249,CSF2,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_6766995260a93c62,CSF2-D001249,CSF2,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_e7c1843f385e49c6,CSF2-D029424,CSF2,B,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_8baae3e34c272554,CSF2-D029424,CSF2,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_61a78bc559ded401,CSF2-D029424,CSF2,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_225ccd26bbf5fe4c,CSF3-D009503,CSF3,A,D009503,Neutropenia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab,Neutrophil count directly represents the indication.,Locked as the single primary representation of this indication.,Neutropenia,Launched,2021.0,True,['African' 'East Asian' 'European'],['East Asian' 'European' 'NR'],['African' 'East Asian' 'European' 'NR'],11,11,3,3,2,3,True,Neutropenia,Neutropenia,4,4,2,2,Direct quantitative readout,hematology,True,REVIEW,,
pt_eb5a230b54c462a9,CSF3R-D007970,CSF3R,A,D007970,Leukopenia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30000|both_sexes||irnt,White blood cell (leukocyte) count,continuous|30000|both_sexes||irnt,GRCh37,white_blood_cell_count,"CSA,EUR",CSA,map_2e60e69f7f61359d,White blood cell count directly represents the indication.,Locked as the single primary representation of this indication.,Leukopenia,Launched,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],8,8,0,5,0,5,False,Leukopenia,Leukopenia,1,1,1,0,Direct quantitative readout,hematology,True,REVIEW,,
pt_fdd0006eb3989deb,CSF3R-D009503,CSF3R,A,D009503,Neutropenia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab,Neutrophil count directly represents the indication.,Locked as the single primary representation of this indication.,Neutropenia,Launched,2016.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],7,7,1,5,1,5,True,Neutropenia,Neutropenia,4,4,2,2,Direct quantitative readout,hematology,True,REVIEW,,
pt_2e77647f361f98ad,CXCR4-D009503,CXCR4,B,D009503,Neutropenia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab,Neutrophil count directly represents the indication.,Locked as the single primary representation of this indication.,Neutropenia,Phase I,,True,['African'],[],['African'],1,1,0,1,0,1,False,Neutropenia,Neutropenia,4,4,2,2,Direct quantitative readout,hematology,True,REVIEW,,
pt_4d431293eca04057,CYP11B1-D006973,CYP11B1,B,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",['East Asian' 'European'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",14,14,5,6,2,6,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_4966374c8f7bf96b,CYP11B1-D006973,CYP11B1,B,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",['East Asian' 'European'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",14,14,5,6,2,6,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_e03ec695cb45ac27,CYP11B2-D006973,CYP11B2,B,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",['East Asian' 'European' 'NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",24,24,6,8,2,8,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_40ca841ae8cc6e62,CYP11B2-D006973,CYP11B2,B,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",['East Asian' 'European' 'NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",24,24,6,8,2,8,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_836e7d683d9e4562,DGAT1-D003920,DGAT1,B,D003920,Diabetes Mellitus,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_0c8c975606285aeb,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,Diabetes Mellitus,Phase I,,True,['African' 'East Asian' 'European' 'NR' 'South Asian'],[],['African' 'East Asian' 'European' 'NR' 'South Asian'],4,4,0,4,0,4,False,Diabetes Mellitus,Diabetes Mellitus,13,13,2,11,Direct quantitative readout,glycemia,True,REVIEW,,
pt_127e9fb9267e0029,DGAT1-D003924,DGAT1,B,D003924,"Diabetes Mellitus, Type 2",PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_ae8d9a8f89a7795e,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,"Diabetes Mellitus, Type 2",Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],3,3,0,5,0,5,False,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",18,18,9,9,Direct quantitative readout,glycemia,True,REVIEW,,
pt_488e53499daa2a73,DGAT2-D006949,DGAT2,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_431e4b5a762bae69,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'South Asian']",7,7,1,5,0,5,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_a2106210f4569ac6,DGAT2-D006949,DGAT2,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_c7d4a03a9508b750,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'South Asian']",7,7,1,5,0,5,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_20e9c433cc5c9c31,DGAT2-D006949,DGAT2,B,D006949,Hyperlipidemias,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_8442195d65e17d61,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipidemias,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'South Asian']",7,7,1,5,0,5,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_f4da73191036e47b,DPP4-D009765,DPP4,B,D009765,Obesity,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),continuous|21001|both_sexes||irnt,GRCh37,body_mass_index,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_0b18d3fa6d5f91c0,BMI and waist circumference directly measure adiposity.,Locked as the single primary representation of this indication.,Obesity,Phase I,,True,['European'],[],['European'],3,3,0,1,0,1,False,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_9b039f15b4102021,DPP4-D009765,DPP4,B,D009765,Obesity,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,continuous|48|both_sexes||irnt,GRCh37,waist_circumference,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_89b2b7c6b871d268,BMI and waist circumference directly measure adiposity.,Retained only for prespecified sensitivity analysis.,Obesity,Phase I,,True,['European'],[],['European'],3,3,0,1,0,1,False,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_6f2301d3afd3b15a,DYRK3-D000740,DYRK3,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,"CSA,EUR",CSA,map_97b816746f065ca0,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],9,9,0,5,0,5,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_00bd665904d65284,DYRK3-D000740,DYRK3,B,D000740,Anemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,"CSA,EUR",CSA,map_e6f7fc7e1a195345,Standard red-cell measures characterize anemia and major subtypes.,Locked as the single primary representation of this indication.,Anemia,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],9,9,0,5,0,5,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_f830007e56366cea,DYRK3-D000740,DYRK3,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,"CSA,EUR",CSA,map_69f44c24155f039a,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],9,9,0,5,0,5,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_70259b502a95933a,EDNRA-D006973,EDNRA,B,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other Asian']",['European' 'NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other Asian']",8,8,3,6,1,6,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_a73e60b2c2ea3ec7,EDNRA-D006973,EDNRA,B,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other Asian']",['European' 'NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other Asian']",8,8,3,6,1,6,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_cbfd0dfbb5857dc0,EGLN1-D000740,EGLN1,A,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,"CSA,EUR",CSA,map_97b816746f065ca0,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Launched,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],6,6,0,5,0,5,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_70db25b235391fa4,EGLN1-D000740,EGLN1,A,D000740,Anemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,"CSA,EUR",CSA,map_e6f7fc7e1a195345,Standard red-cell measures characterize anemia and major subtypes.,Locked as the single primary representation of this indication.,Anemia,Launched,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],6,6,0,5,0,5,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_3c3e760033f9a71a,EGLN1-D000740,EGLN1,A,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,"CSA,EUR",CSA,map_69f44c24155f039a,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Launched,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],6,6,0,5,0,5,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
