STUDY ACCESSION	PUBMEDID	FIRST AUTHOR	DATE	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	STAGE	NUMBER OF INDIVDUALS	BROAD ANCESTRAL CATEGORY	COUNTRY OF ORIGIN	COUNTRY OF RECRUITMENT	ADDITONAL ANCESTRY DESCRIPTION
GCST007187	30363675	Cha EDK	2018-09-27	2,545 European ancestry individuals	NA	initial	2545	European	NR	U.S.	
GCST007188	30363675	Cha EDK	2018-09-27	2,545 European ancestry individuals	NA	initial	2545	European	NR	U.S.	
GCST007189	30363675	Cha EDK	2018-09-27	2,545 European ancestry individuals	NA	initial	2545	European	NR	U.S.	
GCST007114	30369316	Low-Kam C	2018-08-01	3,487 French-Canadian ancestry cases, 1,806 French-Canadian ancestry controls	NA	initial	5293	European	Canada	Canada	French-Canadian
GCST007115	30369316	Low-Kam C	2018-08-01	3,487 French-Canadian ancestry cases, 1,806 French-Canadian ancestry controls	NA	initial	5293	European	Canada	Canada	French-Canadian
GCST007116	30369316	Low-Kam C	2018-08-01	3,487 French-Canadian ancestry cases, 1,806 French-Canadian ancestry controls	NA	initial	5293	European	Canada	Canada	French-Canadian
GCST007117	30369316	Low-Kam C	2018-08-01	3,487 French-Canadian ancestry cases, 1,806 French-Canadian ancestry controls	NA	initial	5293	European	Canada	Canada	French-Canadian
GCST007508	30373671	Hayden LP	2018-10-29	385 European ancestry cases, 4979 European ancestry controls, 325 African American cases, 2342 African American controls	NA	initial	5364	European	NR	U.S.	
GCST007508	30373671	Hayden LP	2018-10-29	385 European ancestry cases, 4979 European ancestry controls, 325 African American cases, 2342 African American controls	NA	initial	2667	African American or Afro-Caribbean	NR	U.S.	African American
GCST007722	30368896	Niazi Y	2018-10-03	576 European ancestry individuals	1,770 European ancestry individuals	replication	1770	European, NR	NR	Slovakia, Czech Republic	Czech, Slovak
GCST007722	30368896	Niazi Y	2018-10-03	576 European ancestry individuals	1,770 European ancestry individuals	initial	576	NR, European	NR	Czech Republic, Slovakia	
GCST007723	30368896	Niazi Y	2018-10-03	576 European ancestry individuals	1,770 European ancestry individuals	initial	576	European, NR	NR	Czech Republic, Slovakia	
GCST007723	30368896	Niazi Y	2018-10-03	576 European ancestry individuals	1,770 European ancestry individuals	replication	1770	European, NR	NR	Czech Republic, Slovakia	Czech, Slovak
GCST007724	30368896	Niazi Y	2018-10-03	576 European ancestry individuals	1,770 European ancestry individuals	replication	1770	European, NR	NR	Czech Republic, Slovakia	Czech, Slovak
GCST007724	30368896	Niazi Y	2018-10-03	576 European ancestry individuals	1,770 European ancestry individuals	initial	576	European, NR	NR	Czech Republic, Slovakia	
GCST006175	29875475	Montalvo-Ortiz JL	2018-06-06	3,269 African American individuals, 2,546 European ancestry individuals	89 African American individuals	initial	3269	African American or Afro-Caribbean	NR	U.S.	
GCST006175	29875475	Montalvo-Ortiz JL	2018-06-06	3,269 African American individuals, 2,546 European ancestry individuals	89 African American individuals	replication	89	African American or Afro-Caribbean	NR	U.S.	
GCST006175	29875475	Montalvo-Ortiz JL	2018-06-06	3,269 African American individuals, 2,546 European ancestry individuals	89 African American individuals	initial	2546	European	NR	U.S.	
GCST005580	29617998	Gao XR	2018-03-28	115,486 European ancestry individuals	NA	initial	115486	European	NR	U.K.	
GCST006134	29860282	Scelsi MA	2018-05-30	926 European ancestry individuals	NA	initial	926	European	NR	NR	
GCST006135	29860282	Scelsi MA	2018-05-30	936 European ancestry individuals	NA	initial	936	European	NR	NR	
GCST006136	29860282	Scelsi MA	2018-05-30	944 European ancestry individuals	NA	initial	944	European	NR	NR	
GCST007725	30993211	Nakatochi M	2019-04-08	121,745 Japanese ancestry individuals	at least 101,293 European ancestry individuals	initial	121745	East Asian	NR	Japan	Japanese
GCST007725	30993211	Nakatochi M	2019-04-08	121,745 Japanese ancestry individuals	at least 101,293 European ancestry individuals	replication	101293	European	NR	NR	
GCST007733	30993211	Nakatochi M	2019-04-08	121,745 Japanese ancestry individuals, at least 88,461 European ancestry individuals	NA	initial	88461	European	NR	NR	
GCST007733	30993211	Nakatochi M	2019-04-08	121,745 Japanese ancestry individuals, at least 88,461 European ancestry individuals	NA	initial	121745	East Asian	NR	Japan	Japanese
GCST008097	31006051	Kharazmi M	2019-04-20	50 European ancestry cases, 1 Chilean ancestry case, 4,891 European ancestry controls	NA	initial	4941	European	NR	Sweden	Swedish, Finnish, Norwegian, British
GCST008097	31006051	Kharazmi M	2019-04-20	50 European ancestry cases, 1 Chilean ancestry case, 4,891 European ancestry controls	NA	initial	1	Hispanic or Latin American	NR	Sweden	Chilean
GCST008098	31006051	Kharazmi M	2019-04-20	50 European ancestry cases, 1 Chilean ancestry case, 324 European ancestry controls	NA	initial	1	Hispanic or Latin American	NR	Sweden	Chilean
GCST008098	31006051	Kharazmi M	2019-04-20	50 European ancestry cases, 1 Chilean ancestry case, 324 European ancestry controls	NA	initial	374	European	NR	Sweden	Swedish, Finnish, Norwegian, British
GCST005935	29618737	Napier MD	2018-04-04	1,618 European ancestry supraventricular ectopy cases, 652 African ancestry supraventricular ectopy cases, 354 Hispanic/Latino ancestry supraventricular ectopy cases, 2,468 European ancestry ventricular ectopy cases, 481 African ancestry ventricular ectopy cases, 168 Hispanic/Latino ancestry ventricular ectopy cases, at least 19,586 European ancestry controls, at least 8,141 African ancestry controls, at least 10,663 Hispanic/Latino ancestry controls.	NA	initial	9274	African unspecified	NR	U.S.	
GCST005935	29618737	Napier MD	2018-04-04	1,618 European ancestry supraventricular ectopy cases, 652 African ancestry supraventricular ectopy cases, 354 Hispanic/Latino ancestry supraventricular ectopy cases, 2,468 European ancestry ventricular ectopy cases, 481 African ancestry ventricular ectopy cases, 168 Hispanic/Latino ancestry ventricular ectopy cases, at least 19,586 European ancestry controls, at least 8,141 African ancestry controls, at least 10,663 Hispanic/Latino ancestry controls.	NA	initial	11185	Hispanic or Latin American	NR	U.S.	Central American, Cuba, Dominican, Mexican, Puerto-Rican, South American
GCST005935	29618737	Napier MD	2018-04-04	1,618 European ancestry supraventricular ectopy cases, 652 African ancestry supraventricular ectopy cases, 354 Hispanic/Latino ancestry supraventricular ectopy cases, 2,468 European ancestry ventricular ectopy cases, 481 African ancestry ventricular ectopy cases, 168 Hispanic/Latino ancestry ventricular ectopy cases, at least 19,586 European ancestry controls, at least 8,141 African ancestry controls, at least 10,663 Hispanic/Latino ancestry controls.	NA	initial	23672	European	NR	U.S.	
GCST005937	29618737	Napier MD	2018-04-04	2,468 European ancestry cases, 21,204 European ancestry controls, 481 African ancestry cases, 8,793 African ancestry controls, 168 Hispanic/Latino ancestry cases, 11,017 Hispanic/Latino ancestry controls	NA	initial	11185	Hispanic or Latin American	NR	U.S.	Central American, Cuba, Dominican, Mexican, Puerto-Rican, South American
GCST005937	29618737	Napier MD	2018-04-04	2,468 European ancestry cases, 21,204 European ancestry controls, 481 African ancestry cases, 8,793 African ancestry controls, 168 Hispanic/Latino ancestry cases, 11,017 Hispanic/Latino ancestry controls	NA	initial	9274	African unspecified	NR	U.S.	
GCST005937	29618737	Napier MD	2018-04-04	2,468 European ancestry cases, 21,204 European ancestry controls, 481 African ancestry cases, 8,793 African ancestry controls, 168 Hispanic/Latino ancestry cases, 11,017 Hispanic/Latino ancestry controls	NA	initial	23672	European	NR	U.S.	
GCST005936	29618737	Napier MD	2018-04-04	1,618 European ancestry cases, 20,899 European ancestry controls, 652 African ancestry cases, 8,622 African ancestry controls, 354 Hispanic/Latino ancestry cases, 10,831 Hispanic/Latino ancestry controls	NA	initial	11185	Hispanic or Latin American	NR	U.S.	Central American, Cuba, Dominican, Mexican, Puerto-Rican, South American
GCST005936	29618737	Napier MD	2018-04-04	1,618 European ancestry cases, 20,899 European ancestry controls, 652 African ancestry cases, 8,622 African ancestry controls, 354 Hispanic/Latino ancestry cases, 10,831 Hispanic/Latino ancestry controls	NA	initial	9274	African unspecified	NR	U.S.	
GCST005936	29618737	Napier MD	2018-04-04	1,618 European ancestry cases, 20,899 European ancestry controls, 652 African ancestry cases, 8,622 African ancestry controls, 354 Hispanic/Latino ancestry cases, 10,831 Hispanic/Latino ancestry controls	NA	initial	22517	European	NR	U.S.	
GCST005836	29559929	Amare AT	2018-03-06	865 individuals with SSRI response data, 260,861 individuals with personality trait data	NA	initial	261726	NR	NR	U.S., Germany, Japan, Thailand, NR, Taiwan	
GCST005835	29559929	Amare AT	2018-03-06	865 individuals with SSRI response data, 170,911 individuals with personality trait data	NA	initial	171776	NR	NR	U.S., Germany, Japan, Thailand, NR, Taiwan	
GCST005833	29559929	Amare AT	2018-03-06	865 individuals with SSRI response data, 260,861 individuals with personality trait data	NA	initial	261726	NR	NR	U.S., Germany, Japan, Thailand, NR, Taiwan	
GCST005834	29559929	Amare AT	2018-03-06	865 individuals with SSRI response data, 260,861 individuals with personality trait data	NA	initial	261726	NR	NR	U.S., Germany, Japan, Thailand, NR, Taiwan	
GCST006304	29626450	Bonfiglio F	2018-04-04	7,130 British ancestry women cases, 2,446 British ancestry men cases, 178,076 British ancestry women controls, 158,423 British ancestry men controls	NA	initial	346075	European	NR	U.K.	British
GCST005811	29559693	Zengini E	2018-03-20	12,658 European ancestry cases, 50,898 European ancestry controls		initial	63556	European	NR	U.K.	
GCST005810	29559693	Zengini E	2018-03-20	2,396 European ancestry cases, 9,593 European ancestry controls	5,714 Icelandic ancestry cases, 199,421 Icelandic ancestry controls	replication	205135	European	NR	Iceland	
GCST005810	29559693	Zengini E	2018-03-20	2,396 European ancestry cases, 9,593 European ancestry controls	5,714 Icelandic ancestry cases, 199,421 Icelandic ancestry controls	initial	11989	European	NR	U.K.	
GCST005814	29559693	Zengini E	2018-03-20	10,083 European ancestry cases, 40,425 European ancestry controls	18,069 Icelandic ancestry cases, 246,293 Icelandic ancestry controls	initial	50508	European	NR	U.K.	
GCST005814	29559693	Zengini E	2018-03-20	10,083 European ancestry cases, 40,425 European ancestry controls	18,069 Icelandic ancestry cases, 246,293 Icelandic ancestry controls	replication	264362	European	NR	Iceland	
GCST005813	29559693	Zengini E	2018-03-20	4,462 European ancestry cases, 17,885 European ancestry controls	4,672 Icelandic ancestry cases, 172,791 Icelandic ancestry controls	replication	177463	European	NR	Iceland	
GCST005813	29559693	Zengini E	2018-03-20	4,462 European ancestry cases, 17,885 European ancestry controls	4,672 Icelandic ancestry cases, 172,791 Icelandic ancestry controls	initial	22347	European	NR	U.K.	
GCST005812	29559693	Zengini E	2018-03-20	6,586 European ancestry cases, 26,384 European ancestry controls	9,429 Icelandic ancestry cases, 199.421 Icelandic ancestry controls	replication	208850	European	NR	Iceland	
GCST005812	29559693	Zengini E	2018-03-20	6,586 European ancestry cases, 26,384 European ancestry controls	9,429 Icelandic ancestry cases, 199.421 Icelandic ancestry controls	initial	32970	European	NR	U.K.	
GCST006659	30343302	Kim SH	2018-10-19	182 Korean ancestry cases, 240 Korean ancestry controls	NA	initial	422	East Asian	NR	Democratic People's Republic of Korea	Koreans
GCST006430	29868124	Wu Y	2018-05-16	139 Han Chinese ancestry dizygotic twin pairs	NA	initial	278	East Asian	NR	China	Han Chinese
GCST007850	24507774	Peloso GM	2014-02-01	up to 42,208 European ancestry individuals, up to 14,330 African ancestry individuals	NA	initial	42208	European	NR	U.S., Netherlands, Finland, U.K., Croatia, NR	
GCST007850	24507774	Peloso GM	2014-02-01	up to 42,208 European ancestry individuals, up to 14,330 African ancestry individuals	NA	initial	14330	African unspecified	NR	U.S.	
GCST007848	24507774	Peloso GM	2014-02-01	up to 42,208 European ancestry individuals, up to 14,330 African ancestry individuals	NA	initial	42208	European	NR	U.S., Netherlands, Finland, U.K., Croatia, NR	
GCST007848	24507774	Peloso GM	2014-02-01	up to 42,208 European ancestry individuals, up to 14,330 African ancestry individuals	NA	initial	14330	African unspecified	NR	U.S.	
GCST007849	24507774	Peloso GM	2014-02-01	up to 42,208 European ancestry individuals, up to 14,330 African ancestry individuals	NA	initial	42208	European	NR	U.S., Netherlands, Finland, U.K., Croatia, NR	
GCST007849	24507774	Peloso GM	2014-02-01	up to 42,208 European ancestry individuals, up to 14,330 African ancestry individuals	NA	initial	14330	African unspecified	NR	U.S.	
GCST007948	31020675	Omae Y	2019-04-24	4 Japanese ancestry cases, 415 Japanese ancestry controls	NA	initial	419	East Asian	NR	Japan	Japanese
GCST007993	31036433	Pividori M	2019-04-26	21,564 British ancestry cases, 318,237 British ancestry controls	NA	initial	339801	European	NR	NR	white British
GCST007995	31036433	Pividori M	2019-04-26	9,433 British ancestry cases, 318,237 British ancestry controls	NA	initial	327670	European	NR	NR	white British
GCST007994	31036433	Pividori M	2019-04-26	37,846 British ancestry individuals	NA	initial	37846	European	NR	NR	white British
GCST007996	31036433	Pividori M	2019-04-26	9,876 British ancestry cases, 318,237 British ancestry controls	NA	initial	328113	European	NR	NR	white British
GCST008387	31206164	Richards AL	2019-06-17	3,034 European ancestry individuals	NA	initial	3034	European	NR	U.S., France, Germany, Netherlands, Republic of Ireland, Norway, Sweden, U.K., Italy, Spain	
GCST008502	31206233	Real LM	2019-06-17	27 Spanish ancestry uninfected high-risk individuals, 804 Spanish ancestry infected individuals	NA	initial	831	European	NR	Spain	Spanish
GCST008271	31043678	Aterido A	2019-05-02	9 European ancestry cases, 53 European ancestry controls	3 European ancestry cases, 85 European ancestry controls	initial	62	European	Spain	Spain	
GCST008271	31043678	Aterido A	2019-05-02	9 European ancestry cases, 53 European ancestry controls	3 European ancestry cases, 85 European ancestry controls	replication	88	European	Spain	Spain	
GCST007832	31040861	Thomson RJ	2019-04-16	249 Tiwi Islander (founder/genetic isolate) individuals	497 Tiwi Islander (founder/genetic isolate) individuals	initial	249	Aboriginal Australian	NR	Australia	Tiwi Islander (founder/genetic isolate)
GCST007832	31040861	Thomson RJ	2019-04-16	249 Tiwi Islander (founder/genetic isolate) individuals	497 Tiwi Islander (founder/genetic isolate) individuals	replication	497	Aboriginal Australian	NR	Australia	Tiwi Islander (founder/genetic isolate)
GCST008129	29273807	Turcot V	2017-12-22	up to 449,889 European ancestry individuals, up to 29,398 South Asian ancestry individuals, up to 27,610 African American individuals, up to 8,839 East Asian individuals, up to 10,772 Hispanic ancestry individuals	up to 196,766 European ancestry individuals	replication	196766	European	NR	NR	Caucasian
GCST008129	29273807	Turcot V	2017-12-22	up to 449,889 European ancestry individuals, up to 29,398 South Asian ancestry individuals, up to 27,610 African American individuals, up to 8,839 East Asian individuals, up to 10,772 Hispanic ancestry individuals	up to 196,766 European ancestry individuals	initial	29398	South Asian	NR	U.K., NR	Bangladeshi, Indian Asian
