indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_rank_score,lexical_score,exact_normalized_match,token_containment,token_jaccard,sequence_similarity,panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,category,is_binary,is_quantitative,pops_pass_qc,num_pops_pass_qc,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
D003924,"Diabetes Mellitus, Type 2",18,18,9,9,7,39.892857142857146,36.892857142857146,False,0.5,0.25,0.34285714285714286,categorical|1428|both_sexes|0|,categorical,1428,both_sexes,0,,Spread type,"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message:     If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know.     ",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,True,False,"CSA,EUR,MID",3,categorical-1428-both_sexes-0.tsv.bgz,categorical-1428-both_sexes-0.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1428-both_sexes-0.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1428-both_sexes-0.tsv.bgz.tbi,1170.0,188.0,1232.0,564.0,42617.0,492.0,5324.0,770.0,7351.0,2038.0,376884.0,1032.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D003924,"Diabetes Mellitus, Type 2",18,18,9,9,8,39.892857142857146,36.892857142857146,False,0.5,0.25,0.34285714285714286,categorical|1428|both_sexes|1|,categorical,1428,both_sexes,1,,Spread type,"ACE touchscreen question ""What type of spread do you mainly use?"" If the participant activated the Help button they were shown the message:     If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know.     ",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,True,False,"EAS,EUR",2,categorical-1428-both_sexes-1.tsv.bgz,categorical-1428-both_sexes-1.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1428-both_sexes-1.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1428-both_sexes-1.tsv.bgz.tbi,2276.0,392.0,2611.0,984.0,152410.0,503.0,4218.0,566.0,5972.0,1618.0,267091.0,1021.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D003928,Diabetic Nephropathies,1,1,0,1,1,14.707317073170731,11.707317073170731,False,0.0,0.0,0.5853658536585366,phecode|716|both_sexes||,phecode,716,both_sexes,,,Other arthropathies,,musculoskeletal,True,False,"EAS,EUR",2,phecode-716-both_sexes.tsv.bgz,phecode-716-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716-both_sexes.tsv.bgz.tbi,607.0,74.0,881.0,117.0,42030.0,123.0,5922.0,892.0,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D003928,Diabetic Nephropathies,1,1,0,1,2,13.81081081081081,10.81081081081081,False,0.0,0.0,0.5405405405405406,phecode|716.9|both_sexes||,phecode,716.9,both_sexes,,,Arthropathy NOS,,musculoskeletal,True,False,"EAS,EUR",2,phecode-716.9-both_sexes.tsv.bgz,phecode-716.9-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.9-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.9-both_sexes.tsv.bgz.tbi,605.0,74.0,880.0,117.0,41824.0,122.0,5922.0,892.0,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D003928,Diabetic Nephropathies,1,1,0,1,3,12.38888888888889,9.38888888888889,False,0.0,0.0,0.4,icd10|R07|both_sexes||,icd10,R07,both_sexes,,,R07 Pain in throat and chest,truncated: true,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R00-R09 Symptoms and signs involving the circulatory and respiratory systems | R07 Pain in throat and chest",True,False,"CSA,EUR",2,icd10-R07-both_sexes.tsv.bgz,icd10-R07-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-R07-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-R07-both_sexes.tsv.bgz.tbi,782.0,99.0,1365.0,165.0,36262.0,187.0,5854.0,881.0,7511.0,2544.0,384269.0,1412.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D003928,Diabetic Nephropathies,1,1,0,1,4,12.30232558139535,9.30232558139535,False,0.0,0.0,0.46511627906976744,phecode|530|both_sexes||,phecode,530,both_sexes,,,Diseases of esophagus,,digestive,True,False,"EUR,MID",2,phecode-530-both_sexes.tsv.bgz,phecode-530-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-530-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-530-both_sexes.tsv.bgz.tbi,519.0,95.0,964.0,151.0,42944.0,172.0,6018.0,870.0,7743.0,2516.0,371349.0,1400.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D003928,Diabetic Nephropathies,1,1,0,1,5,12.257741347905283,9.257741347905283,False,0.0,0.0,0.39344262295081966,icd10|I83|both_sexes||,icd10,I83,both_sexes,,,I83 Varicose veins of lower extremities,truncated: true,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I83 Varicose veins of lower extremities",True,False,"AFR,EUR",2,icd10-I83-both_sexes.tsv.bgz,icd10-I83-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I83-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I83-both_sexes.tsv.bgz.tbi,89.0,,183.0,,12059.0,,6547.0,,8693.0,,408472.0,,PASS,,h2_z_insignificant,,PASS,
D003928,Diabetic Nephropathies,1,1,0,1,6,12.214975845410628,9.214975845410628,False,0.0,0.0,0.391304347826087,icd10|K44|both_sexes||,icd10,K44,both_sexes,,,K44 Diaphragmatic hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K44 Diaphragmatic hernia,True,False,"EUR,MID",2,icd10-K44-both_sexes.tsv.bgz,icd10-K44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K44-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33359.0,139.0,6310.0,910.0,8216.0,2621.0,387172.0,1460.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D003928,Diabetic Nephropathies,1,1,0,1,7,11.756902356902357,8.756902356902357,False,0.0,0.0,0.43636363636363634,categorical|41232|both_sexes|10|,categorical,41232,both_sexes,10,,Administrative and legal statuses,"This field is a summary of the distinct administrative and legal status codes a participant has had recorded in their hospital inpatient records. Administrative and legal status identifies whether a patient has been formally detained under the Mental Health Act or not. This information is not present in HES records dated after 2001.  This field corresponds to the field CATEGORY on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Health-related outcomes > Hospital inpatient > Summary Administration,True,False,"CSA,EUR",2,categorical-41232-both_sexes-10.tsv.bgz,categorical-41232-both_sexes-10.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41232-both_sexes-10.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41232-both_sexes-10.tsv.bgz.tbi,2080.0,235.0,2655.0,541.0,121284.0,405.0,4556.0,745.0,6221.0,2168.0,299247.0,1194.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D003928,Diabetic Nephropathies,1,1,0,1,8,11.674698795180722,8.674698795180722,False,0.0,0.0,0.43373493975903615,phecode|714|both_sexes||,phecode,714,both_sexes,,,Rheumatoid arthritis and other inflammatory polyarthropathies,,musculoskeletal,True,False,"CSA,EUR",2,phecode-714-both_sexes.tsv.bgz,phecode-714-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-714-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-714-both_sexes.tsv.bgz.tbi,109.0,,179.0,,6216.0,,5939.0,,7816.0,,371238.0,,h2_z_insignificant,,PASS,,PASS,
D003929,Diabetic Neuropathies,1,1,0,1,1,14.0,11.0,False,0.0,0.0,0.55,phecode|716|both_sexes||,phecode,716,both_sexes,,,Other arthropathies,,musculoskeletal,True,False,"EAS,EUR",2,phecode-716-both_sexes.tsv.bgz,phecode-716-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716-both_sexes.tsv.bgz.tbi,607.0,74.0,881.0,117.0,42030.0,123.0,5922.0,892.0,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D003929,Diabetic Neuropathies,1,1,0,1,2,13.0,10.0,False,0.0,0.0,0.5,phecode|716.9|both_sexes||,phecode,716.9,both_sexes,,,Arthropathy NOS,,musculoskeletal,True,False,"EAS,EUR",2,phecode-716.9-both_sexes.tsv.bgz,phecode-716.9-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.9-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.9-both_sexes.tsv.bgz.tbi,605.0,74.0,880.0,117.0,41824.0,122.0,5922.0,892.0,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D003929,Diabetic Neuropathies,1,1,0,1,3,12.523809523809524,9.523809523809524,False,0.0,0.0,0.47619047619047616,phecode|530|both_sexes||,phecode,530,both_sexes,,,Diseases of esophagus,,digestive,True,False,"EUR,MID",2,phecode-530-both_sexes.tsv.bgz,phecode-530-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-530-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-530-both_sexes.tsv.bgz.tbi,519.0,95.0,964.0,151.0,42944.0,172.0,6018.0,870.0,7743.0,2516.0,371349.0,1400.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D003929,Diabetic Neuropathies,1,1,0,1,4,12.428571428571429,9.428571428571429,False,0.0,0.0,0.4,icd10|I83|both_sexes||,icd10,I83,both_sexes,,,I83 Varicose veins of lower extremities,truncated: true,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I83 Varicose veins of lower extremities",True,False,"AFR,EUR",2,icd10-I83-both_sexes.tsv.bgz,icd10-I83-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I83-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I83-both_sexes.tsv.bgz.tbi,89.0,,183.0,,12059.0,,6547.0,,8693.0,,408472.0,,PASS,,h2_z_insignificant,,PASS,
D003929,Diabetic Neuropathies,1,1,0,1,5,12.428571428571429,9.428571428571429,False,0.0,0.0,0.4,icd10|K44|both_sexes||,icd10,K44,both_sexes,,,K44 Diaphragmatic hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K44 Diaphragmatic hernia,True,False,"EUR,MID",2,icd10-K44-both_sexes.tsv.bgz,icd10-K44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K44-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33359.0,139.0,6310.0,910.0,8216.0,2621.0,387172.0,1460.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D003929,Diabetic Neuropathies,1,1,0,1,6,11.91856247939334,8.91856247939334,False,0.0,0.0,0.4444444444444444,categorical|41232|both_sexes|10|,categorical,41232,both_sexes,10,,Administrative and legal statuses,"This field is a summary of the distinct administrative and legal status codes a participant has had recorded in their hospital inpatient records. Administrative and legal status identifies whether a patient has been formally detained under the Mental Health Act or not. This information is not present in HES records dated after 2001.  This field corresponds to the field CATEGORY on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Health-related outcomes > Hospital inpatient > Summary Administration,True,False,"CSA,EUR",2,categorical-41232-both_sexes-10.tsv.bgz,categorical-41232-both_sexes-10.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41232-both_sexes-10.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41232-both_sexes-10.tsv.bgz.tbi,2080.0,235.0,2655.0,541.0,121284.0,405.0,4556.0,745.0,6221.0,2168.0,299247.0,1194.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D003929,Diabetic Neuropathies,1,1,0,1,7,11.88888888888889,8.88888888888889,False,0.0,0.0,0.4444444444444444,phecode|250.2|both_sexes||,phecode,250.2,both_sexes,,,Type 2 diabetes,,endocrine/metabolic,True,False,"CSA,EUR",2,phecode-250.2-both_sexes.tsv.bgz,phecode-250.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-250.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-250.2-both_sexes.tsv.bgz.tbi,796.0,,1664.0,152.0,22768.0,170.0,5793.0,,7181.0,2555.0,396181.0,1424.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D003929,Diabetic Neuropathies,1,1,0,1,8,11.78048780487805,8.78048780487805,False,0.0,0.0,0.43902439024390244,phecode|550.2|both_sexes||,phecode,550.2,both_sexes,,,Diaphragmatic hernia,,digestive,True,False,"CSA,EUR,MID",3,phecode-550.2-both_sexes.tsv.bgz,phecode-550.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.2-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33482.0,139.0,6019.0,868.0,7837.0,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D004381,Duodenal Ulcer,1,1,0,1,1,13.666666666666666,10.666666666666666,False,0.0,0.0,0.5333333333333333,phecode|550|both_sexes||,phecode,550,both_sexes,,,Abdominal hernia,,digestive,True,False,"EAS,EUR",2,phecode-550-both_sexes.tsv.bgz,phecode-550-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550-both_sexes.tsv.bgz.tbi,617.0,112.0,,128.0,56668.0,224.0,6019.0,868.0,,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,,PASS,PASS,h2_z_insignificant
D004381,Duodenal Ulcer,1,1,0,1,2,12.142857142857142,9.142857142857142,False,0.0,0.0,0.45714285714285713,phecode|306|both_sexes||,phecode,306,both_sexes,,,Other mental disorder,,mental disorders,True,False,"EAS,EUR",2,phecode-306-both_sexes.tsv.bgz,phecode-306-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-306-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-306-both_sexes.tsv.bgz.tbi,310.0,84.0,464.0,86.0,39711.0,143.0,6116.0,875.0,8189.0,2585.0,369930.0,1419.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D004381,Duodenal Ulcer,1,1,0,1,3,11.78048780487805,8.78048780487805,False,0.0,0.0,0.43902439024390244,categorical|6149|both_sexes|100|,categorical,6149,both_sexes,100,,Mouth/teeth dental problems,"ACE touchscreen question ""Do you have any of the following? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.     ",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Mouth,True,False,"CSA,EUR",2,categorical-6149-both_sexes-100.tsv.bgz,categorical-6149-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6149-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6149-both_sexes-100.tsv.bgz.tbi,3305.0,544.0,4609.0,1243.0,253808.0,856.0,3188.0,413.0,3916.0,1371.0,165170.0,687.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D004381,Duodenal Ulcer,1,1,0,1,4,11.78048780487805,8.78048780487805,False,0.0,0.0,0.43902439024390244,categorical|6149|both_sexes|3|,categorical,6149,both_sexes,3,,Mouth/teeth dental problems,"ACE touchscreen question ""Do you have any of the following? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.     ",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Mouth,True,False,"CSA,EUR",2,categorical-6149-both_sexes-3.tsv.bgz,categorical-6149-both_sexes-3.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6149-both_sexes-3.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6149-both_sexes-3.tsv.bgz.tbi,1360.0,125.0,1634.0,434.0,54141.0,262.0,5133.0,832.0,6891.0,2180.0,364837.0,1281.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D004381,Duodenal Ulcer,1,1,0,1,5,11.78048780487805,8.78048780487805,False,0.0,0.0,0.43902439024390244,categorical|6149|both_sexes|4|,categorical,6149,both_sexes,4,,Mouth/teeth dental problems,"ACE touchscreen question ""Do you have any of the following? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.     ",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Mouth,True,False,"CSA,EUR,MID",3,categorical-6149-both_sexes-4.tsv.bgz,categorical-6149-both_sexes-4.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6149-both_sexes-4.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6149-both_sexes-4.tsv.bgz.tbi,561.0,98.0,767.0,271.0,16744.0,168.0,5932.0,859.0,7758.0,2343.0,402234.0,1375.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
